업체코드,ID(작성자),리뷰 내용,작성일,평가 카테고리
1647184627,cjs4831,마파두부덮밥과해물짬뽕시켜서먹었는게둘다맛있었습니다~!분위기도좋고매장인테리어도멋지고직원분들도친잘합니다강추~,2026년 6월 11일 목요일,음식이 맛있어요_재료가 신선해요_매장이 넓어요_인테리어가 멋져요_
1647184627,30****,가족들이랑와서맛있게먹었어요.점심셋트도좋네요,2026년 6월 10일 수요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_가성비가 좋아요_
1647184627,신의시대,깔끔하고맛있습니다,2026년 6월 10일 수요일,음식이 맛있어요_매장이 넓어요_매장이 청결해요_
1647184627,딴식잉,식당이깔끔하고음식도맛있어요🧡다음에는세트메뉴로시켜서먹어보려구요직원분들도모두다친절하셔서편하게식사했고주차도넉넉하게등록해주셔서식사하고파인트리몰내부도편하게구경하고왔어요,2026년 6월 9일 화요일,음식이 맛있어요_
1647184627,노은설40,음식이빨리나오고맛있아요,2026년 6월 9일 화요일,인테리어가 멋져요_친절해요_매장이 청결해요_주차하기 편해요_특별한 메뉴가 있어요_
1647184627,까만진주52,오늘은짬뽕^^국물이진하고맛있어요가족행사때도자주오는맛집입니다.,2026년 6월 9일 화요일,음식이 맛있어요_인테리어가 멋져요_친절해요_음식이 빨리 나와요_
1647184627,삼유,전주여행왔다가현지인소개로들렸는데분위기도맛도최고입니다.난코스주문했는데접시마다예술입니다.재방문당연합니다.,2026년 6월 8일 월요일,음식이 맛있어요_특별한 메뉴가 있어요_인테리어가 멋져요_매장이 넓어요_친절해요_
1647184627,pmk****,친절맛좋아요,2026년 6월 5일 금요일,음식이 맛있어요_매장이 넓어요_친절해요_주차하기 편해요_
1647184627,vai****,짜장면차돌짬뽕두개만시켜서먹어봤는데맛있고다음에오면시그니처요리먹을거같아요.옆테이블나오는거보기만해도맛있어보여요!,2026년 6월 5일 금요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_인테리어가 멋져요_친절해요_
1647184627,닌자54,영화보기전에들렀습니다.맛있게먹고갑니다~,2026년 6월 5일 금요일,음식이 맛있어요_메뉴 구성이 알차요_인테리어가 멋져요_매장이 넓어요_차분한 분위기예요_
1647184627,아로마웨딩,깨끗해요~맛있어요~~,2026년 6월 5일 금요일,음식이 맛있어요_인테리어가 멋져요_친절해요_
1647184627,요게머꼬17,음식깔끔하구맛있습니다,2026년 6월 5일 금요일,매장이 넓어요_주차하기 편해요_메뉴 구성이 알차요_
1647184627,man****,항상찾아오는곳인데음식이맛있습니다,2026년 6월 5일 금요일,음식이 맛있어요_
1647184627,으랏차99,짜장면이랑짬뽕다맛있어용!!!딤섬도굳굳👍👍👍,2026년 6월 3일 수요일,음식이 맛있어요_메뉴 구성이 알차요_컨셉이 독특해요_매장이 청결해요_음식이 빨리 나와요_
1647184627,lim****,근처온김에검색해보니까맛있다길래방문했는데굉장히만족스러운맛과가격이였습니다.추천드리겠습니다,2026년 6월 2일 화요일,음식이 맛있어요_가성비가 좋아요_인테리어가 멋져요_친절해요_주차하기 편해요_
1647184627,킴좌님27,매번아이랑같이와서먹는데서비스도좋고음식맛도좋네요!!,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_건강한 맛이에요_양이 많아요_매장이 넓어요_
1647184627,모든것은제자리로,친절하고메뉴도다양하도맛있어요,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_
1647184627,아랍알랍,육즙소룡포는그냥만두데워서주는느낌동파육은아무맛도안나고최악이었음사르르녹는고기가아님내가만들어먹는게나은..블루리본이라왔는데왜블루리본인지모르겠음그리고제일최악은목재부분에먼지가수북히쌓여있고날아다녀서먼지랑같이식사함애기데리고절대로다시는안갈것같음청결측면이나맛이나가격만비싸고다별로였음이렇게별로인중국집도처음임,2026년 5월 30일 토요일,단체모임 하기 좋아요_매장이 넓어요_
1647184627,ejm****,음식이깔끔하고너무맛있어요!!간이안찐하고좋아요단체모임이나가족모임장소로적극추천할게여~,2026년 5월 29일 금요일,음식이 맛있어요_
1647184627,냥펀치냥냥,음식이빨리나오고맛있어요!!👍🏻,2026년 5월 29일 금요일,음식이 맛있어요_
2099020069,클라우드스테이션,물짜장이궁금해서갔는데호불호매우갈릴메뉴예요근데차돌짬뽕이진짜너무맛있었고국물이달라요일반짬뽕이랑아예다르게조리하시는것같아서너무좋았어요탕수육도고기와튀김이진짜부드럽고맛있었어요다음에또가고싶어요,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_고기 질이 좋아요_
2099020069,형8635,재료가엄청신선해요!!!중국음식인데도산뜻할수있구나싶었어요특히레몬크림새우가정말향이좋고맛있었습니다저는잡채밥이맛있었고아부지는짜장면이지제일맛있었다고하십니다손님데리고오기좋을것같아요깔끔하고전주최고의중국집!사장님이너무너무친절하시고시킨거다맛있었어요강추!!,2026년 5월 31일 일요일,음식이 맛있어요_재료가 신선해요_매장이 청결해요_
2099020069,cmj****,잡채밥이맛있어자주와요예전보다점점맛있어지고있어요,2026년 5월 18일 월요일,음식이 맛있어요_
2099020069,wsws,전주여행중우연히들렸는데너무맛있고친절했어요추천합니다,2026년 5월 18일 월요일,음식이 맛있어요_특별한 메뉴가 있어요_매장이 넓어요_친절해요_매장이 청결해요_
2099020069,rrrrrr00,코스요리인데양도많고맛도있습니다다만서비스로만두가나왔고만두를가져갈집게가없어요청했더니만두는원래집게안나온다라고하셨어요원래안나온다기보다식사불편함이있으면요청할수있는부분이라고생각합니다부모님을모시고간자리에전반적인직원들의친절도는좀부족하다는생각이들어아쉬웠습니다하지만음식은맛이좋았고자리도룸이라좋았어요,2026년 5월 9일 토요일,양이 많아요_매장이 넓어요_
2099020069,vgy****,웬만해서는리뷰좋게남기는데요..실망이크네요.어버이날기념부모님모시고가서인당45000원난코스주문했어요새우완자스프는그냥국물이구요팔보채어향새우피망잡채다소스가비슷해요..간도다쎄서너무짰어요.아이스크림?같은후식을식사나올때바로같이줘서먹으려고하니까아이스크림녹았네요..^^이가격주고먹을만한퀄리티아닙니다..ㅠ,2026년 5월 8일 금요일,양이 많아요_매장이 넓어요_
2099020069,블루데이로그,두번째방문이에요+++친절하시고레스토랑이분위기가좋은데음식까지맛있답니다!깐풍기추천해요😊,2026년 5월 7일 목요일,음식이 맛있어요_재료가 신선해요_인테리어가 멋져요_친절해요_매장이 청결해요_
2099020069,ll125,서비스포함하여정말맛있게식사잘했습니다.깐풍기도바삭한식감이잘살아있으면서양념에잘배어매콤한풍미가잘느껴졌습니다.통오징어짬뽕도맛은물론양까지푸짐하게주셔서식사부족함없이잘해결했습니다.중식요리와식사류모두괜찮게잘하는곳이니종종찾겠습니다.,2026년 4월 15일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_
2099020069,서니4672,너무맛있아용,2026년 4월 6일 월요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_가성비가 좋아요_
2099020069,00jae,전주여행을와서원래가려고했던수정관식당이문을닫아서대신방문했습니다물짜장은처음먹어봤는데야채식감도딱알맞고해물건더기도풍부하고느끼하지않아서양념까지다먹을수있었습니다!그리고반찬으로나오는짜사이가정말맛있어서두번리필해먹었습니다사장님께서후식으로딸기도주셔서아내와정말기분좋게식사했습니다호텔에묵으시면할인도됩니다나중에전주에또오게된다면또먹으러올것입니다,2026년 4월 3일 금요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_친절해요_
1340584191,카멤벌트 치즈,왕귀엽고왕맛나요~소주랑넘나잘어울림조명이어두워서진대하기좋았네요~~^^,2026년 5월 3일 일요일,음식이 맛있어요_기본 안주가 좋아요_대화하기 좋아요_
1340584191,syr****,굿,2026년 3월 7일 토요일,음식이 맛있어요_기본 안주가 좋아요_특별한 메뉴가 있어요_
1340584191,은은닝,친구들추천으로왔는데음식도맛있고분위기도최고입니당!!!,2026년 1월 31일 토요일,음식이 맛있어요_기본 안주가 좋아요_술이 다양해요_특별한 메뉴가 있어요_
1340584191,대요밍,숯불향가득허이좋네요,2025년 12월 1일 월요일,음식이 맛있어요_
1340584191,반짝반짝8418,🌸양지순두부짬뽕240🌸신라면리조또95🌸오마카세5종야키토140🌸소주504병🌸맥주502병퇴근길늦은새벽시간에도매번이매장에만불이밝혀있어가보고싶었던집전북대술집파쿠야인기있는이유가있네요신라면리조또가너모너모맛나요맛있게잘먹었습니다반창하세요,2025년 10월 1일 수요일,음식이 맛있어요_기본 안주가 좋아요_술이 다양해요_인테리어가 멋져요_친절해요_
1340584191,리뷰의여왕M,힙한이자카야,2025년 6월 28일 토요일,인테리어가 멋져요_
1340584191,cle****,일본애니인테리어진열된술병오마카세꼬치동그랗고커다란포장용기원래포장이가능한지몰라전화하고갔었어요.닭꼬치전용용기는아닌듯했는데잘포장해와서맛있게먹었습니다.파쿠야전주점후기!^^#파쿠야#파쿠야전주점#전북대맛집#전북대일식#전북대이자카야,2025년 5월 28일 수요일,음식이 맛있어요_특별한 메뉴가 있어요_건강한 맛이에요_술이 다양해요_인테리어가 멋져요_
1340584191,전국궁그미,📍위치:전주종합경기장맞은편건물1층📍안주종류도많고다양하고양도많아가성비와맛둘다있는곳!계속생각나는맛집📍살짝어두운조도가매력적이고닷지테이블과다다미테이블로되어있어일본현지분위기물씬느낄수있는곳📍독특하게와인도판매중이라글라스로도즐길수있고메뉴들이전부맛있어서또가고싶은곳,2025년 5월 9일 금요일,인테리어가 멋져요_매장이 넓어요_음식이 맛있어요_특별한 메뉴가 있어요_가성비가 좋아요_
1340584191,지혜599,상큼한타르타르소스와바삭한치킨난바바닥까지싹싹긁어먹은추천메뉴에요!!매생이조랭이떡닭다리살들어간담백하고구수한매생이닭백숙기본으로먹다가다대기넣어칼칼하게먹어도맛있었어요🤤,2025년 4월 23일 수요일,음식이 맛있어요_특별한 메뉴가 있어요_
1340584191,욜로제씨,데이트맛집이네요👍🏻다찌자리다다미테이블이일본에와있는거같고치킨난바랑양지순두부짬뽕먹었는데안주도넘맛있네요~새벽4시까지영업하니늦은시간까지도마실수있으니더욱좋네요~^^,2025년 3월 13일 목요일,인테리어가 멋져요_음악이 좋아요_음식이 맛있어요_술이 다양해요_특별한 메뉴가 있어요_
1163302976,seo****,매콤달콤너무맛있어요전북대유일무이닭볶음탕맛집축구보면서맛있게먹었습니다~,2026년 6월 12일 금요일,음식이 맛있어요_재료가 신선해요_양이 많아요_인테리어가 멋져요_매장이 넓어요_
1163302976,rna****,매콤달콤너무맛있어요전북대유일무이닭볶음탕맛집축구보면서맛있게먹었습니다~,2026년 6월 11일 목요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_혼밥하기 좋아요_
1163302976,시 원39,n번째방문합니다.정말맛있어요!!외국인친구들도소개해주려고데려왔어요!!아주맛있대요,2026년 6월 11일 목요일,음식이 맛있어요_
1163302976,와와우00,너무너무맛있어요!!북대최고맛집!!묵참진짜맛있어요,2026년 6월 11일 목요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_인테리어가 멋져요_
1163302976,마윤민,전북대닭도리탕1등맛집이에요!!메뉴다맛있고직원분들도너무친절하세요!!,2026년 6월 11일 목요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_
1163302976,noh****,전에먹었는데자꾸생각나서또왔어요!진짜완전찐맛집!!!직원분들도너무친절하세용,2026년 6월 11일 목요일,음식이 맛있어요_재료가 신선해요_양이 많아요_친절해요_매장이 청결해요_
1163302976,gks****,너무맛있어요!!!,2026년 6월 11일 목요일,음식이 맛있어요_양이 많아요_인테리어가 멋져요_
1163302976,rla****,직원분들이친절하시고너무맛잇어요~~~!!,2026년 6월 11일 목요일,음식이 맛있어요_양이 많아요_인테리어가 멋져요_매장이 넓어요_친절해요_
1163302976,342****,너무너무너무너무~맛있어서자주자주자주오게되는것같아요~모든사람이알아야하는곳!!,2026년 6월 11일 목요일,음식이 맛있어요_고기 질이 좋아요_매장이 넓어요_
1163302976,홍블리러블리,진짜인생맛집이네요넘맛있어요다음에또올게요~!!!,2026년 6월 11일 목요일,음식이 맛있어요_양이 많아요_가성비가 좋아요_매장이 넓어요_친절해요_
1163302976,aaaaaaaaaaaa08,진짜인생맛집이네요넘맛있어요다음에또올게요~!!!,2026년 6월 10일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_
1163302976,ryy****,직원분들친절하고맛있었어요!N번째방문입니당,2026년 6월 10일 수요일,음식이 맛있어요_재료가 신선해요_매장이 청결해요_친절해요_화장실이 깨끗해요_
1163302976,InFox,너무맛있고묵참말이랑계란말이꼭같이드세용,2026년 6월 10일 수요일,음식이 맛있어요_메뉴 구성이 알차요_친절해요_매장이 청결해요_
1163302976,최은혁19,너무맛있어요담에또올게요,2026년 6월 10일 수요일,양이 많아요_음식이 맛있어요_
1163302976,tjs****,평일점심에도사람많아요!눈도즐겁고입도즐거운음식이라기억에오래남아요.밥먹을겸술자리로도손색없어요.완전추천합니다.,2026년 6월 10일 수요일,양이 많아요_특별한 메뉴가 있어요_가성비가 좋아요_매장이 넓어요_친절해요_
1163302976,ㅎㅅ1088,닭볶음탕맛집이라해서왔어요!!!콩나물도많이주시고국물도많아서맛있어용~~다음에또올게요!!,2026년 6월 9일 화요일,음식이 맛있어요_특별한 메뉴가 있어요_매장이 넓어요_
1163302976,skd****,나만의또간집이에요올때마다맛있게먹고갑니다,2026년 6월 9일 화요일,음식이 맛있어요_양이 많아요_인테리어가 멋져요_
1163302976,kwon4401,나만의또간집이에요올때마다맛있게먹고갑니다,2026년 6월 9일 화요일,음식이 맛있어요_재료가 신선해요_
1163302976,성수960,양도많고정말맛있습니다음식이일찍나와서좋네요,2026년 6월 9일 화요일,음식이 맛있어요_재료가 신선해요_양이 많아요_
1163302976,MJ5388,완죤맛잇어요저들어오고대기생겼어요ㅎㅎ구성알차고푸짐해요ㅜㅠ,2026년 6월 9일 화요일,음식이 맛있어요_양이 많아요_메뉴 구성이 알차요_
1163302976,wj****,계도리셋트로먹었는데사이드메뉴들도다맛있구콩나물가득계도리탕도시원깔끔해서넘맛있었어요!완전소주안쥬~~!넘행복하고마싯는저녁이었습니다!매장도시원해서좋았어요,2026년 6월 9일 화요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_단체모임 하기 좋아요_
1163302976,PSEK,너무맛있게잘먹었습니다.감사합니다.,2026년 6월 9일 화요일,음식이 맛있어요_재료가 신선해요_양이 많아요_인테리어가 멋져요_매장이 넓어요_
1163302976,KHY2,꼭세트로드세요.뭐하나빼놓치않고꼭드셔야해요!너무맛있고계도리랑대도리랑모두먹어봤는데둘다다른느낌으로맛있어요!또방문할게요:),2026년 6월 9일 화요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_매장이 청결해요_
1163302976,다예55,진짜맛있어요전주놀러와서가봣는데또놀러온다면올거같아요닭도리탕맵기도고를수있고반마리시켰는데도양이많아요🩵🩵🩵🩵🩵,2026년 6월 9일 화요일,음식이 맛있어요_
1163302976,qwe****,너므너므맛있고자에공또간집이에요~~!!,2026년 6월 9일 화요일,음식이 맛있어요_인테리어가 멋져요_친절해요_
1163302976,젤링89,정말맛있어요!다음에또올게요!!,2026년 6월 8일 월요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_
1163302976,나민하,정말맛있게먹었습니다다음에또오고싶어요,2026년 6월 8일 월요일,음식이 맛있어요_특별한 메뉴가 있어요_친절해요_매장이 청결해요_
1163302976,공민경79,처음와봤는데친절하게응대해주시구음식도빨리나와서좋았습니다!닭볶음탕도맛있게먹었습니다완전추천합니다~!~!,2026년 6월 8일 월요일,음식이 맛있어요_단체모임 하기 좋아요_대화하기 좋아요_친절해요_
1163302976,노은72,양도많고맛있어요!!,2026년 6월 8일 월요일,음식이 맛있어요_재료가 신선해요_기본 안주가 좋아요_
1163302976,하이5971,직원분이친절하고맛있오요~~,2026년 6월 8일 월요일,음식이 맛있어요_인테리어가 멋져요_친절해요_
1163302976,폼폼푸린대장,너무맛있었습니다처음와봤는데앞으로닭도리탕생각날때마다오겠습니다!!!🤩🤩🤩,2026년 6월 8일 월요일,재료가 신선해요_양이 많아요_음식이 맛있어요_특별한 메뉴가 있어요_
1163302976,큐티빠띠섹시나래,닭볶음탕이랑묵참말이너무너무잘어울리고맛잇아요..계란말이도부드럽구다음에또올게영,2026년 6월 8일 월요일,음식이 맛있어요_양이 많아요_
1163302976,tps****,너무맛있어요계도리막걸리필수짱,2026년 6월 8일 월요일,음식이 맛있어요_
1163302976,율곤듀,너무맛있어요🙂👍👍,2026년 6월 7일 일요일,음식이 맛있어요_
1163302976,boo****,묵은지참치말이계도리탕세트추천해요!첫방문인데손님많고계도리탕이진짜맛있어요,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_매장이 넓어요_친절해요_
1163302976,꾹꾹꾸기,전주출장마지막날전북대근처맛집을찾다가발견한집.일요일6시쯤방문하니이미만석이더라구요.딱마침자리가나서입장은바로할수있었습니다.닭볶음탕집에흔히있는볶음밥말고묵은지참치말이가있다는게신선했습니다.또한계도리막걸리는요거트맛이나서더운날씨에한잔하기좋더라구요.직원분들도너무친절하시고맛가성비다좋아추천합니다.,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_가성비가 좋아요_친절해요_
1163302976,baran63,두번째방문입니당말해모해~~존맛탱,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_양이 많아요_
1163302976,방전티비,진짜정말맛있어용양도많고전북대맛집하면역시계도리굿굿,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_양이 많아요_매장이 넓어요_단체모임 하기 좋아요_
1163302976,rla****,올때마다항상맛있어요👍👍오늘은1등도착,2026년 6월 7일 일요일,음식이 맛있어요_건강한 맛이에요_
1163302976,도맛,닭볶음탕은계도리가젤맛있는거같아요!그리구사장님께서너무친절하신거같아요!!!,2026년 6월 7일 일요일,음식이 맛있어요_매장이 넓어요_친절해요_
1163302976,헤헤헤헤헤헤,맛있어요!!한식먹고싶을때마다오는제구정문맛집이예요,2026년 6월 7일 일요일,음식이 맛있어요_양이 많아요_가성비가 좋아요_메뉴 구성이 알차요_친절해요_
1163302976,hyu****,오랜만에왔더니너무맛있어요!묵참진짜2개시켜서먹어야합니다!!,2026년 6월 7일 일요일,음식이 맛있어요_재료가 신선해요_양이 많아요_매장이 넓어요_
1163302976,금복배,계도리세트너무맛있어요……묵참말이랑계란말이다음에여행오면또오고싶어요,2026년 6월 7일 일요일,음식이 맛있어요_가성비가 좋아요_기본 안주가 좋아요_메뉴 구성이 알차요_친절해요_
1163302976,푸후우,칼칼하고너무맛있어요!양도많고정말맛있게잘먹고갑니다!!묵은지참치말이&라면사리필수!!,2026년 6월 6일 토요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_가성비가 좋아요_인테리어가 멋져요_
1163302976,곰고미봉,웨이팅해서먹었어요굿,2026년 6월 6일 토요일,음식이 맛있어요_재료가 신선해요_
1163302976,정밍정밍,진짜맛있어요저녁엔웨이팅있던데주말점심에왔는데웨이팅없었어요항상직원분들도친절하고양도많아요추천합니다~,2026년 6월 6일 토요일,음식이 맛있어요_특별한 메뉴가 있어요_매장이 넓어요_단체모임 하기 좋아요_
1163302976,미ㄴ이,내장소에도저장되어있는계도리🫶🏻반마리세트도생겨서부담없이먹기좋아요!오늘도맛있게먹고갑니다~,2026년 6월 6일 토요일,음식이 맛있어요_특별한 메뉴가 있어요_친절해요_
1163302976,송서희84,묵은지참치말이계란말이맛있어요분위기가좋아요,2026년 6월 6일 토요일,음식이 맛있어요_재료가 신선해요_메뉴 구성이 알차요_인테리어가 멋져요_
1163302976,규JIN,너무친절하시고너무맛나요!!!!당면사리필수!!!🤍,2026년 6월 6일 토요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_
1163302976,냉정과열정사이91,계도리탕에우동사리넘맛있구요계란말이는세트에서나왔는데추가로또주문할만큼간도딱식감도부들부들이였습니다묵은지참치말이밥도넘맛있어서초딩고딩도좋아하네요많이맵지않고콩나물식감에강추입니다,2026년 6월 6일 토요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_
1163302976,빈3683,매콤하고맛있어요묵은지참치말이꼭시켜야됨,2026년 6월 6일 토요일,음식이 맛있어요_양이 많아요_친절해요_
1163302976,망고1363,오랜만에계도리생각나서왔어요!!역시달큰한국물맛은계도리를따라올수없어요ㅎㅎ양도푸짐하고밥도무료라정말조아요옹,2026년 6월 6일 토요일,음식이 맛있어요_매장이 넓어요_인테리어가 멋져요_
1163302976,유현규404,양도많고맛있어요전주추천맛집!,2026년 6월 6일 토요일,음식이 맛있어요_양이 많아요_재료가 신선해요_특별한 메뉴가 있어요_
1163302976,떡볶이러버,맛있어요~~~!묵참은다들꼭시키세요~~!,2026년 6월 6일 토요일,음식이 맛있어요_
1163302976,dmsk6954,계도리이름은자주들어봤는데오늘처음으로방문했어요!내부인테리어도너무마음에들고우선물이맹물이아니라보리차라서좋았어요ㅋㅋㅋㅋㅋ닭도리탕안좋아하는데오늘너무맛있게잘먹었습니다!,2026년 6월 5일 금요일,음식이 맛있어요_양이 많아요_가성비가 좋아요_음식이 빨리 나와요_좌석이 편해요_
1163302976,꿈꾸는아이12,맛있어요~,2026년 6월 5일 금요일,음식이 맛있어요_재료가 신선해요_
1163302976,훽까닥,맛있게잘먹었습니다.^^양도많네요,2026년 6월 5일 금요일,특별한 메뉴가 있어요_양이 많아요_재료가 신선해요_음식이 맛있어요_가성비가 좋아요_
1163302976,감자튀김의효능,맛집이라는후기가많아서가족들이랑왔는데진짜맛있고직원분들너무친절하셔요!다음에또방문하고싶습니다,2026년 6월 5일 금요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_가성비가 좋아요_
1163302976,별이조ㅇr,너무너무맛있어여묵은지참치말이완젼강추!!,2026년 6월 5일 금요일,음식이 맛있어요_재료가 신선해요_특별한 메뉴가 있어요_기본 안주가 좋아요_
1163302976,apcvb7,묵참말이계란말이꼭같이세트로시키세요!!또오고싶어서전주또올거같아요..💗💗,2026년 6월 5일 금요일,음식이 맛있어요_매장이 넓어요_친절해요_
1163302976,513****,계도리탕너무맛있어요!!,2026년 6월 5일 금요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_
1163302976,니나노낭,n번째자주오는맛집이에요!!!음식도맛있는데직원분들이넘넘친절하셔요짱!,2026년 6월 4일 목요일,음식이 맛있어요_양이 많아요_메뉴 구성이 알차요_친절해요_
1163302976,자유자유자유자유,처음방문했는데맛있어요사람도많네요~,2026년 6월 4일 목요일,음식이 맛있어요_가성비가 좋아요_단체모임 하기 좋아요_
1163302976,셩6661,너무맛있어요!계도리탕이랑묵은지참치김밥강추입니다!!!,2026년 6월 4일 목요일,음식이 맛있어요_친절해요_
1163302976,별이랑평생살래그냥,맛있어요!!,2026년 6월 4일 목요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_가성비가 좋아요_
1163302976,채윤73,맛있구양도많아요!!!,2026년 6월 4일 목요일,음식이 맛있어요_매장이 넓어요_
1163302976,하이헬루134,계도리탕은계도리!!전주에서제일맛있는집입니다!맛집이에요!!정말맛있고양도많아요!,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_
1163302976,아스나74,고기가아주맛있고직원분들이아주친절해요,2026년 6월 3일 수요일,음식이 맛있어요_
1163302976,형가희,오픈시간맞춰왔는데세트시키니반마리도둘이먹기충분하고맛도좋네요!!묵참말이랑계란말이도맛있어요ㅎㅎ,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_
1163302976,jwj****,계도라최고올때마다폭식하고갑니다~,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_
1163302976,che****,묵은지참치말이넘맛있어요!!!💗💗💗,2026년 6월 3일 수요일,음식이 맛있어요_메뉴 구성이 알차요_특별한 메뉴가 있어요_
1163302976,thd****,엄청맛있어요~,2026년 6월 3일 수요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_친절해요_
1163302976,123****,엄청맛있어요~,2026년 6월 3일 수요일,음식이 맛있어요_인테리어가 멋져요_친절해요_
1163302976,몽얀,국물이진하고닭다리살이야들야들맛있어요묵은지참치와계란말이도너무맛있습니다남편과감탄하면서먹었어요다시오고싶은맛집입니다^^,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_가성비가 좋아요_
1163302976,Taerr,사장님이너무친절하시고음식도너무맛있어서주기적으로오게됩니다~~!!오늘도너무맛있게잘먹었습니다!묵은지참치말이는꼭드세요!!!,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_고기 질이 좋아요_친절해요_
1163302976,cj****,깻잎향이항긋하고양도많고맛잇어요물도보리차라좋은듯!!잘먹고갑니다,2026년 6월 3일 수요일,음식이 맛있어요_재료가 신선해요_양이 많아요_인테리어가 멋져요_친절해요_
1163302976,별명8015,대도리탕처음먹어보는데너무맛있어요!!!👍🏻👍🏻👍🏻👍🏻,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_매장이 넓어요_친절해요_매장이 청결해요_
1163302976,꿀토실,유명해서방문했어요!역시나명성답게푸짐하고맛있어요🥹👍❤️,2026년 6월 2일 화요일,특별한 메뉴가 있어요_
1163302976,Sunpeach,너무맛있어요!!!양도많고직원분들도다친절하세요!!주기적으로꼭와줘야합니다!!🤩🤩,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_양이 많아요_친절해요_매장이 청결해요_
1163302976,jac****,양도많고맛있어요!!!!!술마시기도좋고밥만먹기도괜찮아요!첫방문인데조만간또올것같습니당~~강강강추드랴영👍👍👍🫶🫶,2026년 6월 2일 화요일,음식이 맛있어요_양이 많아요_특별한 메뉴가 있어요_매장이 넓어요_
1163302976,goo****,맛있어요^^담에또올거예요^^,2026년 6월 2일 화요일,음식이 맛있어요_
1163302976,bb****,전북대앞에닭도리탕은여기로옵니다~~6시이후에는웨이팅있어요!맛있어요오🫠,2026년 6월 2일 화요일,음식이 맛있어요_매장이 넓어요_
1163302976,한마리의떠다니는연어,아오늘도출석했습니다…항상조모임이나밥약있으면무조건여기추천하는데항상좋은리뷰만나오네요ㅎㅎ사장님도너무친절하시구계란말이개맛있어요,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_양이 많아요_특별한 메뉴가 있어요_친절해요_
1163302976,정설필라프,맛있어용~~~~!,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_인테리어가 멋져요_
1163302976,kjs****,계도리맛도리너무맛있었어요~~~,2026년 6월 2일 화요일,음식이 맛있어요_재료가 신선해요_인테리어가 멋져요_
1163302976,얍113,두번째방문계도리탕세트메뉴(묵은치참치말이+계란말이)계란말이포글포글부들부들따뜻하고맛잇어요묵참듀좐맛계도리탕은신라면맵기에요!맛있음!!!!!!!!!,2026년 6월 2일 화요일,음식이 맛있어요_메뉴 구성이 알차요_매장이 청결해요_
1163302976,mancherster,너무맛있어요또오고싶어요!!,2026년 6월 1일 월요일,가성비가 좋아요_
1163302976,wht****,너무맛있어요또오고싶어요!!,2026년 6월 1일 월요일,음식이 맛있어요_양이 많아요_기본 안주가 좋아요_매장이 넓어요_
1163302976,KH1865,너무맛있어요또오고싶어요!!,2026년 6월 1일 월요일,음식이 맛있어요_매장이 넓어요_친절해요_매장이 청결해요_
