업체코드,메뉴명,메뉴카테고리,메뉴설명,메뉴가격
2064592564,알배기 암꽃게 백숙,대표,개체마다알의수율과크기에차이가있을수있습니다.,변동
2064592564,마장동 소고기 버섯전골,대표,직접끓인멸치육수와4종버섯소고기가가득올라가는전골그리고치즈죽으로마무리,29000원
2064592564,돼지 꼬랑지구이,대표,"""콜라겐""풍부한돼지꼬리구이를피부에양보하세요.",24000원
2064592564,生낙지 연포탕,메뉴카테고리없음,싱싱한산낙지와먹물의고소함그리고계란죽으로마무리,38000원
2064592564,차돌 오드래기 쯔란볶음,메뉴카테고리없음,특수부위오드래기와고소한차돌기름의만남,27000원
2064592564,동해 백골뱅이 지리탕,메뉴카테고리없음,"포항산산지직송당일바리""백골뱅이""",34000원
2064592564,울진 귀오징어통찜,메뉴카테고리없음,귀처럼넓은지느러미와진한단맛이매력적인동해울진앞바다귀오징어통찜,28000원
2064592564,낙지 탕탕이와 구운 김 (2마리),메뉴카테고리없음,신선한산낙지와두번구운김쌈의조합,34000원
2064592564,생골뱅이 미나리 초무침,메뉴카테고리없음,미나리를이용한생골뱅이무침,28000원
2064592564,초코 오징어 냄비통찜,메뉴카테고리없음,내장가득한선도좋은오징어통찜,26000원
2064592564,크림옹심이,메뉴카테고리없음,크림베이스에끓여낸감자옹심이,19000원
2064592564,통낙지 숙회,메뉴카테고리없음,살아있는낙지를주문즉시쪄드립니다.,17000원
1496680906,대용량 빅 사이즈 아메리카노([650ml Big벤티]ICE),대표,(디카페인아메리카노변경가능)디저트39만의BSCA인증을받은최고급스페셜티원두로추출한깊고향긋한풍미의스페셜아메리카노,3400원
1496680906,대용량 빅 사이즈 아메리카노(HOT 그란데(2샷)),대표,(디카페인아메리카노변경가능)디저트39만의BSCA인증을받은최고급스페셜티원두로추출한깊고향긋한풍미의스페셜아메리카노,3400원
1496680906,커스터드 크로칸슈,대표,100%동물성생크림사용바삭하고고소한견과류가뿌려진크로칸에커스터드크림을가득넣은크로칸슈커스터드입니다.독특하고이색적인프리미엄디저트입니다.,5400원
1496680906,더바삭 소금빵,대표,쫀득한반죽에프랑스버터의깊은풍미가더해진리얼프리미엄소금빵,4300원
1496680906,진짜 맛있는 찹쌀 핫도그(베스트),대표,육즙가득빅소시지와겉은바삭속은쫄깃한찹쌀반죽을느낄수있는진짜맛있는찹쌀핫도그,4300원
2014405010,풀드포크 베네딕트,대표,직접구운사워도우위에오랫동안익힌풀드포크와스페셜하우스메이드홀렌다이즈소스,16000원
2014405010,크리미 머쉬룸 온 토스트,대표,생크림으로끓여부드러운크리미머쉬룸베이컨바질수란리코타치즈직접구운사워도우,16000원
2014405010,아보카도 온 토스트,대표,부드럽게으깬아보카도숙성토마토리코타치즈하몽수란직접구운사워도우,14000원
2014405010,머쉬룸 토스티,대표,사워도우오래끓여숙성시킨양송이버섯두가지치즈루꼴라갈릭크림치즈,12000원
2014405010,햄치즈 토스티,대표,플랫메이트에서직접만드는사워도우햄두가지치즈토마토허브소스,11000원
2014405010,오지크림,대표,달달한배합우유크림에스프레소오렌지제스트,6500원
2014405010,홈메이드 홀 사워도우 (850g),메뉴카테고리없음,상업용이스트없이르방으로발효해매일아침플랫메이트에서직접굽습니다,9500원
2014405010,아메리카노,메뉴카테고리없음,메뉴설명없음,5500원
2014405010,롱블랙,메뉴카테고리없음,적은양의물풍미는깊게.진하고깔끔한블랙커피,5500원
2014405010,플랫화이트,메뉴카테고리없음,메뉴설명없음,6000원
2014405010,라떼,메뉴카테고리없음,메뉴설명없음,6000원
2014405010,카푸치노,메뉴카테고리없음,메뉴설명없음,6000원
2014405010,매직,메뉴카테고리없음,더블리스트레토(진한샷)적은양의스팀우유,5500원
2014405010,피콜로,메뉴카테고리없음,적은양의우유진한라떼,4500원
2096717957,동죽칼국수 (기본서비스),대표,동죽조개를아끼지않고넣어조개향으로채운해물칼국수특별하진않지만본질에집중,무료
2096717957,쭈꾸미 매콤비빔칼국수(+4000원),대표,처음부터끝까지설계한매콤한양념의공정을거쳐완성한비빔칼국수쫄깃함의중독성,4000원
2096717957,오두막창(2~3인) 한 판,메뉴카테고리없음,발효된장으로삶아비린맛은잡고감칠맛은극대화한막창,43000원
2096717957,오두막창(3~4인) 한 판,메뉴카테고리없음,발효된장으로삶아비린맛은잡고감칠맛은극대화한막창,58000원
2096717957,갈껍세트(2~3인) 한 판,메뉴카테고리없음,오두막창만의압착시그니처공정으로겉은바삭속은쫀득젓가락멈추기힘든껍데기,45000원
2096717957,갈막세트(2~3인) 한 판,메뉴카테고리없음,고소함과담백함의균형좋은조합오두막창의비법파우더로밑간해깔끔담백갈매기살,48000원
2096717957,매콤무뼈닭발,메뉴카테고리없음,메뉴설명없음,16000원
2096717957,한뚝배기 막창전골,메뉴카테고리없음,메뉴설명없음,9900원
2096717957,오두막 막창볶음밥,메뉴카테고리없음,메뉴설명없음,7000원
2096717957,차돌청국장찌개,메뉴카테고리없음,메뉴설명없음,6000원
2096717957,폭탄치즈계란찜,메뉴카테고리없음,메뉴설명없음,5000원
2096717957,초당옥수수 막걸리 한 잔,메뉴카테고리없음,초당옥수수의은은한단맛과고소함을그대로담아첫모금부터부드럽게퍼집니다.,1500원
2096717957,감귤하이볼,메뉴카테고리없음,메뉴설명없음,7000원
2096717957,복분자하이볼,메뉴카테고리없음,메뉴설명없음,7000원
2089920251,세모한상,대표,아롱사태수육+새우미나리전+바지락탕수제비+갓절임+무장아찌+야채무침,39000원
2089920251,명란감자전,메뉴카테고리없음,연예인과군수님이찾아와맛볼만큼유명한홍식당의특제명란감자전,20000원
2089920251,특 차돌스지버섯전골,메뉴카테고리없음,4시간삶아야들한차돌과스지를전골로더욱맛있게드실수있도록준비해드립니다,28000원
2089920251,갑오징어튀김,메뉴카테고리없음,통통하고신선한갑오징어를세모만의파삭한일품튀김반죽으로튀겨드립니다,13000원
2089920251,아롱사태 수육무침,메뉴카테고리없음,아롱사태수육과특제야채무침에고소한메밀면을곁들여드립니다,24000원
2089920251,스지오뎅모리,메뉴카테고리없음,16종의오뎅과곁들임을6시간푹끓인스지차돌육수에내어드리는일식스지모듬어묵,24000원
2089920251,바질크림수제비,메뉴카테고리없음,바질페스토와카라멜라이징양파로맛을낸크림소스베이스의베이컨수제비.,14000원
2089920251,치킨난반,메뉴카테고리없음,메뉴설명없음,16000원
2089920251,크림새우,메뉴카테고리없음,파사삭한황금비율의튀김옷을입힌특상새우를중식크림소스와양상추레몬을곁들여드립니다,19000원
2089920251,마라닭발샹궈,메뉴카테고리없음,with.청경채숙주연근배추즈마장라오깐마쪽파,16000원
2089920251,갑오징어버터구이,메뉴카테고리없음,메뉴설명없음,19000원
2089920251,양고기튀김,메뉴카테고리없음,촉촉한밸런스의양고기를튀겼습니다타래양배추와고수레몬쯔란과마요를곁들여드립니다,14000원
2089920251,싱가폴식 홍콩토스트,메뉴카테고리없음,싱가폴식홍콩토스트입니다,9000원
2089920251,생자몽사와,메뉴카테고리없음,생자몽강주토닉,8500원
2089920251,통레몬 사와,메뉴카테고리없음,생레몬강주토닉,7500원
1053590271,치마살,대표,살코기에촘촘히박혀있는마블링이천개나된다고하여'천겹살'으로도불립니다.,17000원
1053590271,꼬들살,대표,식감이꼬들꼬들하여꼬들살로불리며담백하고쫄깃한맛이일품입니다,16000원
1053590271,갈매기,대표,갈매기살은소고기의안창살과같은부위에해당하며한마리당약300g정도만공급됩니다,16000원
1053590271,주먹구이(목살),대표,등심에서목쪽으로이어지는부위이며근육막사이에지방이적당히박혀있어풍미가좋습니다.,16000원
1053590271,미박삼겹(오겹),대표,껍질과그안쪽의살까지모두포함되어삼겹살보다맛이풍부하고쫀득고소한식감이일품.,16000원
1053590271,껍데기,대표,등심껍데기가아닌100%뱃살껍데기를사용하며특제소스에한번삶아내어제공합니다.,10000원
1053590271,돼지한마리600g,대표,치마살꼬들살갈매기목살4가지부위를같이드실수있눈가성비좋은대표메뉴입니다.,64000원
1053590271,돼지반마리400g,대표,치마살꼬들살갈매기목살4가지부위를같이드실수있눈가성비좋은대표메뉴입니다.,43000원
1053590271,돼지반마리+한우속풀이내장탕+죽서비스,대표,돼지한마리에한우속풀이내장탕+죽서비스까지제공되는가성비좋은대표메뉴입니다.,53000원
1053590271,돼지반마리+청국장+깍뚝비빔밥,대표,돼지한마리에청국장+깍뚝비빔밥까지제공되는가성비좋은메뉴입니다.,51000원
1053590271,돼지한마리+한우속풀이내장탕+죽서비스,대표,돼지한마리에한우속풀이내장탕+죽서비스까지제공되는가성비좋은대표메뉴입니다.,74000원
1053590271,돼지한마리+청국장+깍뚝비빔밥,대표,돼지한마리에청국장+깍뚝비빔밥까지제공되는가성비좋은메뉴입니다.,72000원
1053590271,한우속풀이내장탕+죽서비스,대표,깐양을듬뿍넣어끌여낸깊은맛의국물과특제양념으로만든다데기로얼큰함을더했습니다.,11000원
1053590271,청국장+깍뚝비빔밥,대표,청국장과비빔밥의조화!!맛은상상에맡기겠습니다!!,9000원
1053590271,메밀막국수,대표,새콤탈콤쫄깃끝판왕!!찰떡궁합메밀막국수필수!!,8000원
1146796327,차돌박이,대표,기름기가좔좔흐르는국내산차돌박이,18000원
1146796327,우대 갈비 (280g),대표,고기중에가장맛있다고하는갈비살!소의갈비로입안에서살살녹는맛,29000원
1146796327,항아리 바베큐 통삼겹 (180g),대표,국내산생고기중앙동고깃집만의항아리로훈제한삼겹살(*최소1시간전예약필수.),15000원
1146796327,갈목탕,메뉴카테고리없음,점심,12000원
1146796327,한우육개장,메뉴카테고리없음,점심,10000원
1146796327,훈제 오리 한마리,메뉴카테고리없음,오리한마리를통째로항아리안에넣어서기름을다이어트시킨담백한오리통바베큐!,45000원
1146796327,생삼겹 (150g),메뉴카테고리없음,껍질을다이아몬드모양으로썰어서통으로한번에구워서먹는쫄깃쫄깃한숙성생삼겹살!,13000원
1146796327,낙엽살 (150g),메뉴카테고리없음,흔히도깨비살로불리우는돼지고기특수부위!담백하고쫄깃한식감!,13000원
1146796327,숙.불 (숙주 불고기) (2인 이상),메뉴카테고리없음,살짝매콤한목살불고기와숙주를볶음과함께하는한끼(10:00~15:00까지판매),10000원
1146796327,막국수(물비빔)&떡갈비,메뉴카테고리없음,시원한막국수와달콤짭짤한떡갈비가어울러지는점심한끼~!,9000원
2066468826,옐로우팜 망고주스,대표,생망고가통으로올라가는진짜망고주스,9900원
2066468826,파인애플 한통,대표,메뉴설명없음,11900원
2066468826,생망고빙수,대표,17900,17900원
2066468826,멜론빙수,메뉴카테고리없음,메뉴설명없음,16900원
1270117665,한우사골육수 쌀국수(Pho):양지,대표,한우사골을24시간우려낸육수로감칠맛과깊은풍미를느낄수있습니다.,8900원
1270117665,베트남소고기쌀국수:사태,대표,1등급한우사골로우려낸육수와현지인쉐프의솜씨가어우러진최고의쌀국수,9900원
1270117665,매운 쌀국수(PHO TAI),대표,1등급한우사골육수와현지인쉐프의솜씨가어우러진최고의쌀국수,11000원
1270117665,분짜사이공(BUN CHA),대표,담백한고기와신선한야채달콤짭짤한소스를곁들인베트남식비빔국수,9900원
1270117665,완전수제 포담 월남쌈(GOI CUON,대표,상큼하고부드러운최고의다이어트요리-현지인쉐프의손맛!,6900원
1270117665,포담 반세오(BANH XEO),대표,정통반세오,9900원
1270117665,완전 수제 포담 짜조(CHA GIO),대표,정성들여직접만든바삭하고촉촉한베트남전통짜조담백하고바삭한맛으로간식으로강력추천!단체주문가능합니다.,6900원
1952498498,바닐라 캐슈넛 휘낭시에,메뉴카테고리없음,플레인휘낭시에+캐슈넛+바닐라빈,3600원
1952498498,헤이즐넛 화이트 모카,메뉴카테고리없음,커피휘낭시에+헤이즐넛+화이트초콜릿,3700원
1952498498,플레인 휘낭시에,메뉴카테고리없음,가장기본에충실한휘낭시에,2900원
1952498498,쏠트 캐러멜 휘낭시에,메뉴카테고리없음,플레인휘낭시에+캐러멜소스,3300원
1952498498,쏠트 초코 휘낭시에,메뉴카테고리없음,플레인휘낭시에+다크초콜릿+게랑드소금,3300원
1952498498,말차 초코 휘낭시에,메뉴카테고리없음,말차휘낭시에+초코스틱,3600원
1952498498,오레오 밀크칩 휘낭시에,메뉴카테고리없음,오레오휘낭시에+마쉬멜로우+연유소스,3600원
1952498498,카치오 에 페페 휘낭시에,메뉴카테고리없음,플레인휘낭시에+콜비잭치즈+4가지후추,3600원
1952498498,코코넛 커피 휘낭시에,메뉴카테고리없음,커피휘낭시에+코코넛+버터소스,3600원
1952498498,휘낭시에와 아이들 박스 포장 (4구),메뉴카테고리없음,메뉴설명없음,변동
1952498498,휘낭시에와 아이들 박스 포장(8구),메뉴카테고리없음,메뉴설명없음,변동
1952498498,휘낭시에와 아이들 박스 포장(12구),메뉴카테고리없음,메뉴설명없음,변동
1952498498,브루잉 커피 (hot / ice),메뉴카테고리없음,서로와각자가좋아하는다양한커피,5000원
1952498498,카페 오레 (hot / ice),메뉴카테고리없음,진하게내린커피와우유담백한조화,5000원
1952498498,플랫 크림 커피 (hot / ice),메뉴카테고리없음,바디감이좋은커피와시그니처크림,5500원
1990743046,콘프리터,대표,베이컨으깬아보카도수란을곁들여먹는바삭한식감의호주식옥수수요리,14800원
1990743046,웜 샐러드,대표,방울양배추브로콜리호두를볶아10가지재료를넣어만든드레싱으로버무린샐러드,10800원
1990743046,파블로바 팬케이크,대표,호주디저트파블로바와클래식팬케이크의만남!계절과일과생크림등을토핑한달콤메뉴!,15500원
1990743046,브렉퍼스트 플레이트,메뉴카테고리없음,사워도우휩버터잼소시지베이컨알감자취향대로고르는달걀의든든한한접시,16000원
1990743046,더블 치즈 버거 & 칩스,메뉴카테고리없음,스위스치즈어니언잼딜피클에두가지소스를더해브리오슈번으로완성한버거,17000원
1990743046,칠리 머슬,메뉴카테고리없음,신선한홍합과펜네파스타채소·허브로매콤하게끓인토마토스튜,15000원
1990743046,스매쉬드 아보&피스,메뉴카테고리없음,사워도우위에으깬아보카도와완두콩머쉬를올리고페타치즈루꼴라샐러드로마무리한메뉴,14500원
1990743046,동남아식 새우 치킨 볶음밥,메뉴카테고리없음,삼발소스와다크소이소스를넣어닭가슴살새우숙주와함께볶아낸동남아식볶음밥,15800원
1990743046,치킨 시저 샌드위치,메뉴카테고리없음,부드러운수비드닭가슴살과신선한채소클래식한시저드레싱으로완성한치아바타샌드위치,13000원
1990743046,에그베네딕트,메뉴카테고리없음,베이컨/훈제연어통통한수란크리미하게흐르는홀랜다이즈소스가곁들어진브런치메뉴,15000원
1990743046,포르치니 크림 파스타,메뉴카테고리없음,포르치니버섯과양송이버섯의풍미가가득한크림파스타.,15500원
1990743046,감자튀김과 수제 아이올리,메뉴카테고리없음,바삭한레귤러컷감자튀김과하우스메이드아이올리소스,7500원
1990743046,(dukescoffee) 커피,메뉴카테고리없음,호주3대커피인듁스커피의듁스블렌드원두를사용합니다.모든커피메뉴디카페인변경가능,변동
1990743046,(T2) TEA BAG 차,메뉴카테고리없음,메뉴설명없음,5000원
1990743046,(분다버그) 핑그자몽/레몬에이드,메뉴카테고리없음,메뉴설명없음,5000원
2068753793,도화,대표,상큼한과일향이어우러진부드러운칵테일,15000원
2068753793,꽃잠,대표,꽃향과레몬의상큼함이부드럽게퍼지는한잔,14000원
2068753793,별이지는 밤,대표,반짝이는밤을담은달콤한칵테일,14000원
2068753793,달빛작약,대표,가볍고산뜻하게즐기는플로럴칵테일,13000원
2068753793,말리부 오렌지,대표,코코넛과오렌지의상큼한조합칵테일,12000원
2068753793,블랙러시안,대표,보드카와커피리큐르의진한조합,12000원
2068753793,깔루아 밀크,메뉴카테고리없음,달콤한커피밀크칵테일,12000원
2068753793,피치크러쉬,메뉴카테고리없음,복숭아향가득한상큼달콤칵테일,13000원
2068753793,준벅,메뉴카테고리없음,코코넛멜론이어우러진달콤한휴양지감성,13000원
2068753793,파우스트,메뉴카테고리없음,깊고묵직한풍미가매력적인클래식칵테일,14000원
2068753793,롱티,메뉴카테고리없음,여러베이스가조화된강렬한클래식칵테일,14000원
2068753793,코스모폴리탄,메뉴카테고리없음,크랜베리향이매력적인세련된칵테일,14000원
2068753793,카타르시스,메뉴카테고리없음,부드럽게시작해강렬한반전매력이느껴지는칵테일,13000원
2068753793,잭콕,메뉴카테고리없음,잭다니엘과콜라의클래식한조합,12000원
2068753793,피치 하이볼,메뉴카테고리없음,달콤한피치리큐르가더해진산뜻한하이볼,11000원
1479244783,뼈대삼겹 230g,대표,첫주문시2인이상,18000원
1479244783,숙성목살 180g,대표,메뉴설명없음,16000원
1479244783,저온숙성삼겹 180g,메뉴카테고리없음,메뉴설명없음,16000원
1479244783,이베리코 항정살 160g,메뉴카테고리없음,메뉴설명없음,15000원
1479244783,꼬들살 180g,메뉴카테고리없음,메뉴설명없음,17000원
1479244783,몽유도 2인 세트,메뉴카테고리없음,저온숙성삼겹270g+저온숙성목살180g+된장술밥or김치찌개중택1,43000원
1479244783,몽유도 3-4인 세트,메뉴카테고리없음,메뉴설명없음,68000원
1479244783,특목살 김치찌개,메뉴카테고리없음,메뉴설명없음,7000원
1479244783,된장술밥,메뉴카테고리없음,메뉴설명없음,7000원
1479244783,물냉면 / 비빔냉면,메뉴카테고리없음,메뉴설명없음,6000원
1479244783,솥판볶음밥(2인이상),메뉴카테고리없음,메뉴설명없음,3000원
1479244783,계란찜,메뉴카테고리없음,메뉴설명없음,3000원
1479244783,누룽지,메뉴카테고리없음,메뉴설명없음,2000원
1228549320,NEW ! 네슈빌 핫모짜 치즈스틱,대표,!!일일30개한정수량판매중입니다!!화제의메뉴를깁미타코스타일로만나보세요💝,5900원
1228549320,NEW! 치미창가,대표,야채와치즈고기와밥을넣은부리또튀김!겉바속촉화제의메뉴입니다!,14000원
1228549320,NEW ! 부리또 (2 type),대표,1.치킨마살라커리부리또2.치폴레부리또*과카몰리소스추가2000원,7500원
1228549320,SET A,대표,메뉴설명없음,39000원
1228549320,SET B,대표,메뉴설명없음,42000원
1228549320,FRESH SET,대표,메뉴설명없음,31000원
1228549320,1 QUESADILLA SET,대표,메뉴설명없음,11000원
1228549320,1 TACO SET,대표,메뉴설명없음,11000원
1228549320,1 BIRIA SET,대표,메뉴설명없음,11000원
1228549320,깁미파히타,대표,메뉴설명없음,23000원
1228549320,프레쉬 바베큐 보울,대표,메뉴설명없음,12000원
1228549320,멕룽지,메뉴카테고리없음,바삭하게구운치즈누룽지와불향가득한멕시코바베큐소스의만남!,5900원
1228549320,치폴레 퀘사디아 1Pcs,메뉴카테고리없음,메뉴설명없음,7000원
1228549320,비프앤치즈 퀘사디아 1Pcs,메뉴카테고리없음,메뉴설명없음,7500원
1228549320,비리아 타코,메뉴카테고리없음,메뉴설명없음,5900원
1253081680,토리파이탄라멘,메뉴카테고리없음,닭과각종야채들을넣어장시간끓여내닭의깊은감칠맛이살아있는육수베이스라멘,10000원
1253081680,카라토리파이탄라멘(매운맛),메뉴카테고리없음,닭과각종야채들을넣고감칠맛의깊은맛을낸닭육수에매운소스를곁들인라멘,11000원
1253081680,이에케라멘(이벤트메뉴),메뉴카테고리없음,점도가있으면서도기름층이분명하고짭짤하고묵직한맛이특징인라멘,11000원
1253081680,백합시오청탕,메뉴카테고리없음,오리뼈닭뼈와재첩백합을사용해저온에서야채들을넣고장시간우려낸맑은육수라멘,11000원
1253081680,평양 냉면,메뉴카테고리없음,자극적인맛보단깔끔하고슴슴한맛이특징인메뉴삼겹양지오이무절임을같이내어드립니다,12000원
1253081680,츠케멘,메뉴카테고리없음,돼지뼈와멸치3종으로끓려낸진한육수에차가운면을찍어먹는라멘,11000원
1253081680,카라츠케멘(매운맛),메뉴카테고리없음,돼지뼈와멸치3종으로우려낸농후하고매콤한육수에차가운면을찍어먹는라멘,12000원
1253081680,아부라소바(비빔라멘),메뉴카테고리없음,여러가지고명들과함께비벼먹는비빔라멘,11000원
1253081680,마제소바(비빔라멘),메뉴카테고리없음,볶은양념고기와야채등여러고명을국물없이비벼먹는라멘,11000원
1253081680,고기밥,메뉴카테고리없음,잘지은흰쌀밥위에불향을입힌대파와고기가올라간사이드메뉴,1500원
1253081680,미니규동,메뉴카테고리없음,달짝지근하게조린우삼겹을흰쌀밥위에올려불향을입힌메뉴,3500원
1253081680,치킨난반,메뉴카테고리없음,부드러운식감을살린닭다리살튀김에새콤한타르타르소스를곁드린메뉴,3500원
1253081680,카다이프 새우,메뉴카테고리없음,얇은카다이프면을통통한새우에말아바삭하게튀겨낸사이드메뉴,2500원
452736623,바질크림뇨끼,메뉴카테고리없음,메뉴설명없음,19000원
452736623,감베로 알리오 올리오,메뉴카테고리없음,메뉴설명없음,16000원
452736623,명란오일파스타,메뉴카테고리없음,메뉴설명없음,17000원
452736623,이베리코오일파스타,메뉴카테고리없음,메뉴설명없음,18000원
452736623,통삼겹 까르보나라,메뉴카테고리없음,메뉴설명없음,16000원
452736623,해물크림파스타,메뉴카테고리없음,메뉴설명없음,17000원
452736623,쉬림프로제파스타,메뉴카테고리없음,메뉴설명없음,16000원
452736623,청양바질마레파스타,메뉴카테고리없음,메뉴설명없음,18000원
452736623,투움바파스타,메뉴카테고리없음,메뉴설명없음,17000원
452736623,빠네크림파스타,메뉴카테고리없음,메뉴설명없음,17000원
452736623,명란크림파스타,메뉴카테고리없음,메뉴설명없음,18000원
452736623,초리조 아라비아따,메뉴카테고리없음,메뉴설명없음,16000원
452736623,볼로네제 파스타,메뉴카테고리없음,메뉴설명없음,16000원
452736623,해물토마토파스타,메뉴카테고리없음,메뉴설명없음,17000원
452736623,부라타 포모도르,메뉴카테고리없음,메뉴설명없음,18000원
1893325633,육전,대표,메뉴설명없음,25000원
1893325633,반반전(김치&부추),대표,메뉴설명없음,19000원
1893325633,골뱅이무침(+쫄면),대표,메뉴설명없음,23000원
1893325633,만두전골(+칼국수),대표,메뉴설명없음,25000원
1893325633,해물파전,메뉴카테고리없음,메뉴설명없음,23000원
1893325633,김치전,메뉴카테고리없음,메뉴설명없음,17000원
1893325633,부추전,메뉴카테고리없음,메뉴설명없음,17000원
1893325633,쑥갓전,메뉴카테고리없음,메뉴설명없음,17000원
1893325633,땡초바지락전,메뉴카테고리없음,메뉴설명없음,17000원
1893325633,두부김치,메뉴카테고리없음,메뉴설명없음,19000원
1893325633,제육볶음(+미니주먹밥),메뉴카테고리없음,메뉴설명없음,23000원
1893325633,쭈꾸미볶음(+소면),메뉴카테고리없음,메뉴설명없음,23000원
1893325633,오뎅탕,메뉴카테고리없음,메뉴설명없음,19000원
1893325633,순두부찌개,메뉴카테고리없음,메뉴설명없음,23000원
1893325633,된장짜글이+(밥),메뉴카테고리없음,메뉴설명없음,23000원
1816492689,숯불함박 2피스,메뉴카테고리없음,고기의맛을밥과함께잘즐길수있는메뉴입니다,13000원
1816492689,슻불함박 3피스,메뉴카테고리없음,양껏즐길수있는양이많은메뉴입니다,16000원
1816492689,숯불함박 1피스+카레/크림,메뉴카테고리없음,양이적으신분들께추천드리는메뉴입니다.,13000원
1816492689,숯불함박 2피스+카레/크림,메뉴카테고리없음,제일많이드시는메뉴이고다양한맛을즐길수있습니다.,16500원
1816492689,숯불함박 3피스+카레/크림,메뉴카테고리없음,많은양과다양한맛을함께즐길수있는메뉴입니다.,20000원
1816492689,어린이함박,메뉴카테고리없음,메뉴설명없음,8000원
1998373722,❤️오너쉐프가 정직하게❤️,대표,여러나라를돌며맛보고즐긴음식들정직하게같이즐기고싶습니다방문해주새요,변동
1998373722,커리 나스 덴카쿠 (전주에서가장잘함),대표,중국식가지튀김위에일본커리와소고기로볶아낸드라이커리그리고치즈갓뎀!!,18000원
1998373722,김부각과 한우육회 한정,대표,수제김부각와한우1+이상만사용하여만든전통육회좋은재료좋은사람좋은자리빼이,26000원
1998373722,토닭스튜 (토마토 닭스튜 ) 한정,대표,토마토소스와닭그리고각종야채와치즈로맛을낸스튜드신후밥이나면추가하면극락,22000원
1998373722,네기,대표,대파와바질그리고미소와생크림으로만든소스를빵과함께드시는무국시그니쳐,11000원
1998373722,항정살구이,대표,수비드한항정살(280g)과여수갓김치,22000원
1998373722,라즈지 (매운닭날개튀김),대표,사천식매운닭날개튀김무국최고의술안주한번드시면교X다사X등치킨못드심,21000원
1998373722,베이컨 갓김치 파스타,대표,여수갓김치와베이컨으로맛을낸무국st오일파스타죽여줘요,15000원
1998373722,남해 알리오올리오,대표,남해산마늘과마늘쫑을이용한기본에충실한파스타기본을잘하는집은다잘함,12000원
1998373722,카니미소 파스타(대게홍게를이용한),대표,홍게대게살과내장을이용한해산물녹진한맛끝내주는파스타,17000원
1998373722,새우청양 크림 파스타,대표,새우와청양고추로칼칼하게맛을낸파스타맵기조절가능합니다,15000원
1998373722,찹 스테이크,대표,직접끓인스테이크소스와파프리카와에이징부채살180g그냥끝end너무맛있는,26000원
1998373722,뉴욕크림치즈&토마토,대표,토마토&크림치즈&리코타치즈&각종견과류,11000원
1998373722,트러플득셸리조또,대표,버섯듬뿍넣은득셸소스와트러플오일로향을낸무국리조또,17000원
1998373722,도리타코 (나초를이용한 타코),메뉴카테고리없음,직접재운소불고기와도리토스의만남한입한입즐거운순간,14000원
