업체코드,메뉴명,메뉴카테고리,메뉴설명,메뉴가격
2077158695,바닐라 라떼,메뉴카테고리없음,메뉴설명없음,4500원
1119515452,프렌치 랙(180g),대표,생갈비의아래쪽에위치하여한결더부드럽고담백한식감이일품인프리미엄급갈비입니다,25000원
1119515452,양 생갈비(숄더랙)(200g),대표,대표메뉴로앞다리와연결된고급갈비부위로육즙과식감이압도적입니다,23000원
1119515452,양등심(200g),메뉴카테고리없음,어린양의등심부위를사용하여육즙이부드럽고감칠맛이일품입니다,23000원
1119515452,생갈빗살(갈빗살:200g),메뉴카테고리없음,양의늑간살중최고급부위를선별하여풍부한육즙과식감이일품입니다,20000원
1119515452,양 소금양념구이(갈빗살:200g),메뉴카테고리없음,양의늑간살중최고급부위를선별하여풍부한육즙과식감이일품입니다,18000원
1119515452,양꼬치(10꼬치),메뉴카테고리없음,양의늑간살부위며지방이적고육즙과식감이일품입니다,18000원
1119515452,바지락 짬뽕,메뉴카테고리없음,바지락과해물야채등을센불에볶은후특제소스로우려내어면없이도시원하고깊은맛,23000원
1119515452,해물누룽지탕,메뉴카테고리없음,불맛이일품인해물누룽지탕입니다,22000원
1119515452,가지튀김,메뉴카테고리없음,신선한가지에다진고기와야채등을넣어튀겨낸이국적이면서친근감있는맛,20000원
1119515452,새우튀김,메뉴카테고리없음,신선한새우살로채워진새우튀김입니다,20000원
1119515452,강된장밥,메뉴카테고리없음,시골집된장의강된장입니다,8000원
1119515452,양 철판볶음밥,메뉴카테고리없음,양고기와야채을양철판에쎈불에볶음,8000원
1119515452,옥수수 냉면,메뉴카테고리없음,순옥수수가루로만든냉면입니다,8000원
1119515452,숙주볶음면,메뉴카테고리없음,죽주와특제소스로센불에볶아깊은맛이인상적입니다,8000원
1119515452,마늘꼬치(3꼬치),메뉴카테고리없음,메뉴설명없음,2000원
1651846978,마르게리따 부팔라,대표,토마토소스버팔로모짜렐라그라노파다노바질엑스트라버진,21000원
1651846978,마르게리따 리코타,대표,토마토소스버팔로모짜렐라그라노파다노바질엑스트라버진리코타,23000원
1651846978,라자냐,대표,클레식한라구소스와부팔라모짜렐라프로볼로네치즈베샤멜소스,23000원
1651846978,비스마르크,대표,리코타트러플오일버팔로모짜렐라프로슈토꼬또햄프로볼로네바질계란,26000원
1651846978,깔조네,대표,리코타프롶슈토꼬또햄라구소스버팔로모짜렐라프로볼로네그라노파다노바질,25000원
1582706255,슈바인학센,대표,메뉴설명없음,28000원
1582706255,에이트피자,대표,에이트플로어에서만맛볼수있는8가지종류의치즈가들어간피자,21000원
1582706255,스파이시 감바스,대표,새우와마늘을주재료로한스페인요리로한국인입맛에맞게좀더매콤하게만든감바스,21000원
1582706255,카이피리냐,대표,브라질대표칵테일로캬샤사를베이스로달달함과라임의상큼함을즐길수있는칵테일,10000원
1582706255,프로즌,대표,라임의상큼함과복숭아코코넛의달달함이어우러진에이트플로어에서만맛볼수있는칵테일,11000원
1582706255,학센 세트,메뉴카테고리없음,※PM19:30까지만판매학센1+파스타1or피자1+샐러드1+음료2잔,60000원
1582706255,슈림프 크림스튜,메뉴카테고리없음,※PM19:30까지만판매카차토레1+파스타1or피자1+샐러드1+음료2잔,58000원
1582706255,감바스 세트,메뉴카테고리없음,※PM19:30까지만판매감바스1+파스타1or피자1+샐러드1+음료2잔,50000원
1582706255,파스타 세트,메뉴카테고리없음,※PM19:30까지만판매파스타1+피자1+샐러드1+음료2잔구성,50000원
1582706255,치즈&과일 플레이트,메뉴카테고리없음,각종치즈4~5종과일4~5종이제공됩니다.계절에따라구성이달라질수있습니다,25000원
1582706255,크림치즈 보드,메뉴카테고리없음,대파크림치즈블루베리크림치즈크림치즈3종을카나페로즐기실수있게제공됩니다,17000원
1582706255,과일 치즈 플레이트,메뉴카테고리없음,약간의과일들과과일치즈를같이즐길수있는메뉴,17000원
1582706255,크림파스타,메뉴카테고리없음,진한생크림베이스로새우루꼴라와같이먹을수있는파스타,16000원
1582706255,로제크림파스타,메뉴카테고리없음,생크림베이스에토마토소스를추가해한층더부드럽게즐길수있는파스타,17000원
1582706255,바질크림파스타,메뉴카테고리없음,생크림베이스에바질페이스트를추가해한층더부드럽게즐길수있는파스타,17000원
1881842274,제빵 디저트,대표,메뉴설명없음,변동
1881842274,에스프레소,메뉴카테고리없음,메뉴설명없음,3800원
1881842274,아메리카노,메뉴카테고리없음,메뉴설명없음,4000원
1881842274,카페라떼,메뉴카테고리없음,메뉴설명없음,4500원
1881842274,카푸치노,메뉴카테고리없음,메뉴설명없음,4500원
1881842274,카페모카,메뉴카테고리없음,메뉴설명없음,5000원
2046308559,성산 국내산 白돗주먹 목살 200g,대표,두툼하게즐기는촉촉한육즙국내산특목살주먹구이,14900원
2046308559,72시간 청귤 숙성 제주 白오겹살,대표,제주산돼지고기기본을가장맛있게느낄수있는성산제줏간대표시그니처메뉴,16900원
2046308559,성산 활화산 볶음밥,메뉴카테고리없음,불맛이살아있는성산처럼강렬한시그니처볶음밥,7900원
2046308559,이호테우 해변 전복 크림리조또,메뉴카테고리없음,전복의깊은풍미와크림의부드러움이어우러진제주식리조또,9900원
2046308559,애월 한근 2~3인 세트 600g,메뉴카테고리없음,돗주먹구이(특목살)+천겹항정살+특상가브리살+생갈비+김치전골or껍데기,49800원
2046308559,성산 용두암 세트 600g,메뉴카테고리없음,삼겹살+돗주먹구이(특목살)+성산제주흑돼지김치전골or성산두툼껍데기,53800원
2046308559,우도 게딱지 볶음밥,메뉴카테고리없음,고소한게내장풍미가살아있는우도식게딱지볶음밥,9900원
2046308559,애월 열무 물냉면,메뉴카테고리없음,아삭한열무와시원한육수의조합고기후딱좋은마무리냉면,5900원
2046308559,용두암 우렁 한우 된장술밥,메뉴카테고리없음,우렁과한우를더해깊고구수한제주식된장술밥,6900원
2046308559,서귀포 고사리 열무비빔밥,메뉴카테고리없음,고사리의향과열무의상큼함이어우러진제주식비빔밥,5900원
2046308559,제주촌 새콤달콤 비빔쫄면,메뉴카테고리없음,새콤달콤한양념과쫄깃한면발고기와찰떡인비빔쫄면,5900원
2046308559,성산 국내산 生갈비살 180g,메뉴카테고리없음,국내산생갈비살을양념없이즐기는메뉴로부드러운식감과진한육즙이살아있는고기,14900원
2046308559,성산 국내산 돗삼겹살 180g,메뉴카테고리없음,두툼한두께에서살아나는육즙국내산돗삼겹살의진한맛,15900원
2046308559,우도 한근반 3~4인 세트 900g,메뉴카테고리없음,돗주먹구이+돗삼겹살+천겹항정살+특상가브리살+생갈비+김치전골or껍데기,68800원
2046308559,성산 국내산 돗갈매기살 180g,메뉴카테고리없음,담백한육즙과쫄깃한식감이살아있는국내산돗갈매기살,15900원
1517836857,명품 규카츠(표준),대표,최고급채끝살로저온숙성하여맛있게튀겨낸일본요리,15000원
1517836857,명품니꾸(표준),대표,고급소고기를스테이크식으로익혀낸야끼니꾸스타일로구워먹는메뉴,15000원
1517836857,명품 스테키동,대표,고급소고기를특제소스와야채와먹는일본식덮밥,14000원
1517836857,명품 규카츠동,대표,규카츠를특제소스와야채와곁들여비벼먹는일본식덮밥,15000원
1517836857,명품 규카츠(점보),대표,규카츠점보사이즈,20000원
1517836857,명품 규카츠(더블),대표,규카츠더블사이즈,25000원
1517836857,명품 니꾸(더블),대표,니꾸더블사이즈,25000원
1517836857,니꾸 우동,메뉴카테고리없음,고급채끝소고기가올라간가다랑어육수베이스의고기우동,12000원
1517836857,구워먹는 임실치즈(최고품질),메뉴카테고리없음,메뉴설명없음,2000원
1517836857,아지타마고(반숙계란장),메뉴카테고리없음,메뉴설명없음,1000원
1517836857,새우튀김,메뉴카테고리없음,메뉴설명없음,3000원
1517836857,생맥주 300,메뉴카테고리없음,메뉴설명없음,3000원
1517836857,생맥주 500,메뉴카테고리없음,메뉴설명없음,4500원
1517836857,산토리 하이볼,메뉴카테고리없음,일반/블루레몬/자몽/청포도/애플망고,6000원
1517836857,음료(콜라/사이다/제로콜라/환타),메뉴카테고리없음,메뉴설명없음,2000원
1681529226,레스큐어버터 소금빵,대표,메뉴설명없음,3000원
1681529226,두바이 크루아상,대표,100퍼센프카다이프를사용한두바이크로와상,6800원
1681529226,오리지널크루아상,대표,레스큐어버터와프랑스밀을이용한풍미깊고바삭한크로아상,4500원
1681529226,프랭크커피,대표,라떼베이스의크림커피프랭크커핀바의시그니처NO.1,6000원
1681529226,바닐라팡스위스,대표,바닐라커스터드크림초콜릿칩이들어간바삭한페스츄리,5500원
1681529226,티슈브레드,대표,뜯어서먹는식빵티슈브레드,7000원
1681529226,딸기 대니쉬,대표,메뉴설명없음,6500원
1681529226,딸기 크로플,대표,딸기크로플은겨울시즌메뉴로겨울에만시즌판매합니다!,14000원
1681529226,레몬샤베트에이드,대표,상큼한라임베이스에시원한레몬샤베트가올려진여름메뉴,7000원
1681529226,카페 콘파나,대표,에스프레소콘파냐크림,3500원
1681529226,치즈크로플,대표,크로플아이스크림치즈,9000원
1681529226,명란마요소금빵,메뉴카테고리없음,메뉴설명없음,3800원
1681529226,피스타치오 퀸아망,메뉴카테고리없음,피스타치오글레이즈드피스타치오분태딸기분태,4200원
1681529226,에그타르트,메뉴카테고리없음,한입베어물면바삭함이터지는에그타르트,2800원
1681529226,바닐라크러핀,메뉴카테고리없음,프랑스밀레스큐어버터커스터드크림,5500원
2000922127,[하와이안] 생 파인 씨푸드 라이스,메뉴카테고리없음,오직!당도높은생파인애플과각종해산물을볶아비주얼과맛을동시에잡은하와인볶음밥,16900원
2000922127,[알싸한] 갈릭 쉬림프 라이스,메뉴카테고리없음,탱글한새우와알싸한마늘을듬뿍넣고불맛가득볶아낸한국인러버볶음밥,15900원
2000922127,[담백한] 게살 라이스,메뉴카테고리없음,게살크래미를듬뿍넣어부들부들한식감을즐길수있는볶음밥.어린아이추천,14900원
2000922127,[새콤달콤] 직화 불고기 분짜,메뉴카테고리없음,불향가득직화불고기와야채춘권몸에좋은신선한샐러드를면과함께싸먹는요리,17900원
2000922127,[타이로컬푸드] 쉬림프 팟타이,메뉴카테고리없음,태국에서자국민을위해만든태국길거리대표음식팟타이.통통한새우와야채가득,15900원
2000922127,[담백가득] 우삼겹 양지 쌀국수,메뉴카테고리없음,야들야들한우삼겹양지를넣어맑지만깊은맛이일품인쌀국.얇은고기러버분에게추천,11500원
2000922127,[불맛가득] 직화 불고기 쌀국수,메뉴카테고리없음,주문즉시불고기를불향가득입혀쌀국수위에올린후한번더직화로불을입힌쌀국,10500원
2000922127,[프리미엄] 아롱사태 쌀국수,메뉴카테고리없음,매일아침장시간조리해잇몸으로씹을수있는엑셀초이스등급의아롱사태쌀국수,13900원
1444733898,하남부추 불대창 검단산라멘,대표,알싸한부추와불대창(200g)이추가되어하남명소검단산을나타낸매운라멘,17000원
1444733898,[멘야케이만의]전주불콩나물 모악산라멘,대표,아삭한콩나물과차슈가추가되어전주명소모악산을나타낸매운라멘,16000원
1444733898,[멘야케이만의]전주콩나물모악산라멘,대표,아삭한콩나물과차슈가추가되어전주명소모악산을나타낸라멘,15000원
1444733898,빗꾸리辛카라마제멘,대표,면고기채소계란에멘야케이의'특제양념소스'를더한일식마제소바,12000원
1444733898,[NO.1 매운돈코츠] 신케이MAX멘,대표,전주비주얼건강까지모두담은매운해장끝판왕라멘해장맛집으로오세요,14500원
1444733898,[풀토핑 NO.1라멘]케이MAX멘,메뉴카테고리없음,풀토핑도쿄식쇼유돈코츠라멘,13500원
1444733898,[찍어먹는 매운라멘]카라츠케MAX멘,메뉴카테고리없음,매콤한소스에차가운면을찍어먹는풀토핑라멘,15500원
1444733898,[찍어먹는 라멘]와후츠케MAX멘,메뉴카테고리없음,감칠맛넘치는소스에차가운면을찍어먹는풀토핑라멘,15500원
1444733898,[도쿄식 쇼유 돈코츠] 케이라멘,메뉴카테고리없음,전주노포느낌물씬나는분위기에서연인과즐거운데이트즐기면서먹는쇼유돈코츠라멘,10000원
1444733898,[NO.1 매운돈코츠] 신케이라멘,메뉴카테고리없음,매운도쿄식쇼유돈코츠라멘,11000원
1444733898,시로네기 차슈멘,메뉴카테고리없음,흰파/파란파위에특제소스차슈가추가된라멘,11500원
1444733898,[찍어먹는 라멘]와후츠케멘,메뉴카테고리없음,감칠맛넘치는소스에차가운면을찍어먹는라멘,12000원
1444733898,[찍어먹는 매운라멘] 카라츠케멘,메뉴카테고리없음,전주현지인인정한찐로컬맛집매콤한육수에차가운면을찍어먹는풀토핑라멘,12000원
1444733898,미니차슈동,메뉴카테고리없음,라멘과함께곁들일수있는차슈덮밥,4000원
1444733898,[사이드 NO.1]미니마요동,메뉴카테고리없음,미니차슈동위에특제마요네즈가뿌려진차슈덮밥,4500원
1308357339,수제 돼지갈비,대표,27년장인의특허받은레시피와최고급간장으로맛을낸수제돼지갈비입니다.,18000원
1308357339,수제 소 양념갈비,대표,깊고진한풍미의신선한소양념갈비.최고급간장으로맛을냈습니다.,38000원
1308357339,수제 LA갈비,대표,27년장인의레시피최고급간장으로맛을낸수제LA갈비입니다.,31000원
1308357339,함흥 물냉면,대표,자가제면함흥냉면가게에서직접반죽하여기계로뽑아내어육수부터다대기면직접만듭니다.,9000원
1308357339,함흥 비빔냉면,대표,자가제면함흥냉면직접반죽한면을기계로뽑아내어육수부터다대기면직접만듭니다.,9000원
1308357339,숯불 삼겹살,메뉴카테고리없음,무항생제국내산시골돼지만을사용하여더욱고소한삼겹살,19000원
1308357339,한우 꽃등심,메뉴카테고리없음,마블링이좋고퀄리티가높은한우꽃등심을드실수있습니다.1+이상한우만취급합니다.,37000원
1308357339,한우육회,메뉴카테고리없음,신선한한우로먹는솔가만의특별한한우육회,22000원
1308357339,전통 갈비탕,메뉴카테고리없음,정성과시간으로푹고아끓인전통갈비탕,13000원
1308357339,갈비 해장국,메뉴카테고리없음,맛있는갈비에속이시원하게풀리는해장국의깊은맛,13000원
1308357339,해장국,메뉴카테고리없음,술안주로도탁월한얼큰해장국,8000원
1308357339,육회비빔밥,메뉴카테고리없음,신선한육회와매일들여오는싱싱한야채비법양념으로맛을낸육회비빔밥(오후3시까지가능),13000원
1308357339,누룽지,메뉴카테고리없음,고기먹은후후식으로즐기는속이편한누룽지(15분소요),4000원
1308357339,공기밥,메뉴카테고리없음,갈비와찰떡궁합인따끈한공기밥!든든한식사를위해좋은쌀로정성껏준비했습니다,1000원
1308357339,점심 특선 - 수제 소 양념갈비,메뉴카테고리없음,오전11시~오후3시(주말공휴일제외),36000원
1497463405,삼겹살,대표,메뉴설명없음,변동
1497463405,숙성삼겹살,메뉴카테고리없음,메뉴설명없음,변동
34016552,바게뜨,대표,프랑스대표빵으로밀가루물소금만으로만들어진다크럼은프랑스밀게랑드소금을사용.,3000원
34016552,크루아상,대표,메뉴설명없음,3000원
34016552,소금빵,대표,빵표면에소금을뿌려가염버터의고소한짠맛이강조되는빵,2500원
34016552,치아바타,메뉴카테고리없음,메뉴설명없음,2500원
34016552,올리브치아바타,메뉴카테고리없음,메뉴설명없음,2800원
34016552,치즈치아바타,메뉴카테고리없음,메뉴설명없음,3200원
34016552,무화과 크림치즈 호밀빵,메뉴카테고리없음,메뉴설명없음,6000원
34016552,뺑오쇼콜라,메뉴카테고리없음,메뉴설명없음,4000원
34016552,소시지페스츄리,메뉴카테고리없음,메뉴설명없음,3000원
34016552,명란포카치아,메뉴카테고리없음,메뉴설명없음,2500원
34016552,브리오슈,메뉴카테고리없음,메뉴설명없음,3000원
34016552,퀸아망,메뉴카테고리없음,메뉴설명없음,4000원
34016552,휘낭시에,메뉴카테고리없음,발로나초코스틱무화과크림치즈두종류있어요,2500원
34016552,르뱅쿠키,메뉴카테고리없음,메뉴설명없음,3000원
34016552,갈레트부르통,메뉴카테고리없음,앵커버터의향미와게랑드소금이살짝씹히는부드러운프랑스정통쿠키,2000원
1559037357,로스카츠,대표,메뉴설명없음,13000원
1559037357,히레카츠,대표,메뉴설명없음,14000원
1559037357,사사미카츠,메뉴카테고리없음,닭가슴살(130g)+히레카츠(안심)70g,13000원
1559037357,에비카츠,메뉴카테고리없음,에비카츠(새우카츠)+히레카츠(안심)70g,13000원
1559037357,모듬카츠,메뉴카테고리없음,메뉴설명없음,15000원
2097209094,[신메뉴]명란네기도로초밥,대표,톡쏘는명란의감칠맛과다진참치의부드러움이어우러진진한풍미의초밥,1990원
2097209094,[신메뉴]시메사바불초밥,대표,식초에절인고등어를직화로구워내비린맛없이깊고고소한맛이일품,1990원
2097209094,[신메뉴]가지튀김초밥,대표,겉은바삭속은촉촉한가지튀김위에고소한토핑을더한색다른채식초밥,1990원
2097209094,[신메뉴]연어유자트러플초밥,대표,부드러운연어에유자의상큼함과트러플오일의진한향을더한프리미엄메뉴,1990원
2097209094,[신메뉴]와규스테이크불초밥,대표,직화로구운와규스테이크를올려풍부한육즙과불향을그대로살린고급초밥,1990원
2097209094,[신메뉴]와규트러플바질타다끼초밥,대표,향긋한바질과트러플부드러운와규타다끼가어우러진풍미가득한메뉴,1990원
2097209094,[신메뉴]바게뜨장어초밥,대표,바삭한바게뜨위에달콤한소스로조리한장어를올려식감과맛모두만족,1990원
2097209094,[신메뉴]바게뜨마늘가리비초밥,대표,고소한마늘향이감도는가리비와바삭한바게뜨가어우러진특별한메뉴,1990원
2097209094,[신메뉴]생새우고추마요초밥,대표,신선한생새우에매콤달콤한고추마요소스를더해입맛을돋우는중독적인맛,1990원
2097209094,[신메뉴]생새우갈릭페니초밥,대표,탱글한생새우와마늘풍미가득한페니가조화된이색적인초밥스타일,1990원
2097209094,[신메뉴]한치트러플페니초밥,대표,쫄깃한한치와트러플오일을곁들인페니토핑으로고급스러운맛을완성,1990원
2097209094,[신메뉴]황새치묵은지갈릭초밥,대표,고소한마늘향과풍미깊은황새치스테이크가어우러진진한맛의프리미엄초밥,1990원
2097209094,[맛동산 샘 추천] 육회타다끼초밥,메뉴카테고리없음,메뉴설명없음,1990원
2097209094,[강대표님 추천] 활어묵은지초밥,메뉴카테고리없음,메뉴설명없음,1990원
2097209094,양념새우초밥,메뉴카테고리없음,메뉴설명없음,1990원
1439019759,커스텀 샐러드,대표,무농약스마트팜유럽상추로구성된야채+드레싱택1+토핑자유선택,2900원
1439019759,양송이 스프,메뉴카테고리없음,양송이버섯양파를볶고우유를더해부드럽게끓여낸홈메이드양송이스프(250g),3900원
1439019759,단호박 스프,메뉴카테고리없음,단호박을굽고우유와버터를더해부드럽게끓여낸홈메이드단호박스프(250g),3900원
1439019759,파스타 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+허브오일소스에버무린콜드파스타(150g),8400원
1439019759,들기름 메밀면 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+직접만든들기름소스에버무린메밀면(180g),8400원
1439019759,구운 닭가슴살 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+직접만든갈릭오일로염지하고구운닭가슴살(110g),8900원
1439019759,수비드 닭가슴살 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+저온조리해부드럽고촉촉한수비드닭가슴살(100g),8900원
1439019759,버섯과 가지 구이 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+느타리버섯과새송이버섯가지구이(120g),8900원
1439019759,목살 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+허브로염지하고구운목살(100g),9400원
1439019759,매콤 새우 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+불향가득구운새우(7미),10400원
1439019759,갈릭 새우 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+수제갈릭소스로구운새우(7미),10400원
1439019759,부채살 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+저온조리후구워부드러운부채살(100g),10900원
1439019759,생연어 샐러드,메뉴카테고리없음,무농약잎채소+토핑6종+직접손질하고숙성한노르웨이산연어(80g),11300원
1531723988,아귀찜(뼈),대표,보들보들찐한양념의시래기or아삭아삭콩나물필수선택,47000~72000원
1531723988,순살아귀찜,대표,아귀찜을순살로더욱편하게시래기or콩나물선택,50000~75000원
1531723988,아귀대창볶음,메뉴카테고리없음,메뉴설명없음,15000원
1531723988,아귀탕수육,메뉴카테고리없음,메뉴설명없음,14000원
1531723988,새우튀김,메뉴카테고리없음,메뉴설명없음,14000원
1531723988,치즈돈까스,메뉴카테고리없음,메뉴설명없음,10000원
1531723988,돌판낚지볶음,메뉴카테고리없음,2인이상주문가능점심14000원(공기밥포함)저녁16000원(공기밥별도),14000~16000원
1106670769,호은농장 듀록 카타로스 카츠,메뉴카테고리없음,예산호은농장에서소량사육한국내산순수100%듀록,22000원
1106670769,남영 버크셔 상로스카츠,메뉴카테고리없음,대한민국에몇개없는단일품종버크셔를키워내는남원남영농장,19000원
1106670769,남영 버크셔 로스카츠,메뉴카테고리없음,대한민국에몇개없는단일품종버크셔를키워내는남원남영농장,16000원
1106670769,호은농장 듀록 히레카츠,메뉴카테고리없음,예산호은농장에서소량사육한국내산순수100%듀록,16000원
1106670769,호은농장 듀록 상로스 카츠,메뉴카테고리없음,예산호은농장에서소량사육한국내산순수100%듀록,18000원
1106670769,호은농장 듀록 로스카츠,메뉴카테고리없음,예산호은농장에서소량사육한국내산순수100%듀록,15000원
1106670769,YBD 로스카츠,메뉴카테고리없음,육즙이많고식감이좋은등심,14000원
1106670769,YBD 상로스카츠,메뉴카테고리없음,가브리살과등심이같이있는특수부위로만든카츠,17000원
1106670769,선별육 히레카츠,메뉴카테고리없음,도드람선별육을이용하여부드럽고담백한안심,16000원
1106670769,난축맛돈 리브로스카츠,메뉴카테고리없음,맛있는제주도대표프리미엄흑돼지난축맛돈의등심과삼겹이포함되어있는부위,17000원
1106670769,난축맛돈 상리브로스카츠,메뉴카테고리없음,맛있는제주도대표프리미엄흑돼지난축맛돈의등심과삼겹가브리살까지포함되어있는부위,20000원
1106670769,난축맛돈 카타로스카츠,메뉴카테고리없음,맜있는제주도대표프리미엄흑돼지난축맛돈,25000원
1106670769,톤믹스카츠,메뉴카테고리없음,다양한종류의카츠를맛볼수있는[등심안심],19000원
1106670769,카츠산도 정식,메뉴카테고리없음,브리오슈식빵사이에도톰한로스카츠를넣은샌드스튜까지함께즐길수있는메뉴,15000원
1106670769,모찌카츠,메뉴카테고리없음,모리조에서개발한모찌카츠는씹는식감이일품,5000원
1414005185,하나야마 냉우동,대표,넓은면과매콤하고시원한육수의조합,16000원
1414005185,숯불 규카츠,대표,소고기'채끝'부위를겉만살짝튀겨숯향을입히고화로에구워먹는카츠,18500원
1414005185,숯불모듬카츠,대표,히레카츠와로스카츠를동시에즐길수있는카츠,17000원
1414005185,정동 치즈카츠,대표,등심을얇게펼쳐모짜렐라치즈를가득넣어만들어특제소스에찍어먹는카츠,14500원
1414005185,뜨끈꼬꼬우동,메뉴카테고리없음,깊은닭육수와겨울철한그릇으로뜨끈하게,12000원
1414005185,백미 냉우동,메뉴카테고리없음,쌀로만든면과매콤하고시원한육수의조합,15000원
1414005185,정동 마제소바,메뉴카테고리없음,된장베이스소스에볶은고기와각종야채를비벼먹는면요리,13000원
1414005185,정동 마제덮밥,메뉴카테고리없음,된장베이스소스에볶은고기와각종야채를비벼먹는덮밥,13000원
1414005185,숯불특로스카츠,메뉴카테고리없음,360시간이상숙성된등심중에가브리살이붙어있는부위로부드러움까지즐길수있는카츠,15000원
1414005185,숯불 로스카츠,메뉴카테고리없음,360시간이상숙성된등심으로특유의육향과고소함을느낄수있는카츠,13000원
1414005185,숯불히레카츠,메뉴카테고리없음,360시간이상숙성된안심으로부드러움과풍부한육즙을즐길수있는카츠,14000원
1414005185,정동 치즈카츠 + 고구마무스 추가,메뉴카테고리없음,메뉴설명없음,15500원
1414005185,정동 경양식 (순한맛/매운맛),메뉴카테고리없음,등심을얇게두드려새콤달콤/매콤달콤특제소스를덮은정동의경양식돈가스,12900원
1414005185,정동 경양식 + 고구마무스 추가,메뉴카테고리없음,정동경양식(순한맛/매운맛)+고구마무스추가,13900원
1414005185,카레 경양식 (순한맛/매운맛),메뉴카테고리없음,등심을얇게두드려특제카레를덮은정동의경양식돈가스*땅콩함유,12900원
1034080506,앵그리버드 치킨,대표,100%국내산냉장닭주문즉시신선한닭으로반죽하여튀긴우리의영혼을담은크리스피치킨,22000원
1034080506,크리스피 텐더와 새우,메뉴카테고리없음,치킨텐더가껍질째먹는통새우와함께업그레이드되어돌아왔습니다.,20000원
1034080506,버팔로 윙과 감자,메뉴카테고리없음,매콤달콤버팔로윙!,20000원
1034080506,소시지와 친구들,메뉴카테고리없음,국내산프리미엄수제소시지와그의친구들,17000원
1034080506,생활 떡볶이,메뉴카테고리없음,70년전통부산어묵이푸짐한국물떡볶이위에크리스피텐더와같이,19000원
1034080506,생활 부대 떡볶이,메뉴카테고리없음,부대소시지의향이베어든칼칼한국물떡볶이,20000원
1034080506,중화 치킨 샐러드,메뉴카테고리없음,매콤새콤한간장소스에안심살텐더를적셔먹는중화풍치킨샐러드,18000원
1034080506,그린라이트 샐러드,메뉴카테고리없음,야채가한가득케이준치킨샐러드,18000원
1034080506,골빔면,메뉴카테고리없음,골뱅이한통과매콤새콤특제소스가들어간비빔면,12000원
1034080506,김꽃동,메뉴카테고리없음,김치와꽃게푸짐한우동의만남!,19000원
1034080506,고급찐어묵탕,메뉴카테고리없음,고급진찐어묵과통통새우바의찐~한만남!,17000원
1034080506,스팸튀김,메뉴카테고리없음,그렇습니다스팸을튀겼습니다!,12000원
1034080506,촉촉오징어,메뉴카테고리없음,동해반건조오징어,15000원
1034080506,바삭 황태 구이,메뉴카테고리없음,맛도영양도챙긴만능안주황태구이와껍질튀김,18000원
1034080506,직화 육포와 땅콩,메뉴카테고리없음,특별한소스로맛을낸직화구이육포,17000원
2045705129,프랭크커피(Only Ice),대표,프랭크의시그니처크림라떼,6000원
2045705129,레스큐어 버터 소금빵,대표,프랑스산레스큐어버터를사용해풍미가가득한소금빵,3000원
2045705129,에그타르트,대표,겹겹이직접만든페이스트리쉘과부드럽고진한수제필링으로완성한르프랭크의에그타르트,2800원
2045705129,잠봉 루꼴라 소금빵,대표,짭조름한잠봉과신선한루꼴라를더해담백하고깊은풍미를완성한잠봉루꼴라소금빵,4800원
2045705129,순우유 크림 소금빵,대표,부드러운순우유크림을가득채워은은한단짠의매력을담아낸순우유크림소금빵,3800원
1710381899,텐동,메뉴카테고리없음,메뉴설명없음,13000원
1710381899,에비텐동,메뉴카테고리없음,메뉴설명없음,15500원
1710381899,가츠동,메뉴카테고리없음,메뉴설명없음,14000원
1710381899,스테이크동,메뉴카테고리없음,메뉴설명없음,19500원
1710381899,호르몬동,메뉴카테고리없음,메뉴설명없음,17000원
1710381899,이베리코동,메뉴카테고리없음,메뉴설명없음,17000원
1710381899,오야꼬동,메뉴카테고리없음,메뉴설명없음,13000원
1710381899,三大将덮밥,메뉴카테고리없음,삼대장,17500원
1710381899,연어새우장,메뉴카테고리없음,메뉴설명없음,16500원
1710381899,사케동,메뉴카테고리없음,메뉴설명없음,15000원
1710381899,사케뱃살동,메뉴카테고리없음,메뉴설명없음,16000원
1710381899,연어장,메뉴카테고리없음,메뉴설명없음,16000원
1710381899,생연어초밥10p,메뉴카테고리없음,메뉴설명없음,16500원
1710381899,아부리반반초밥,메뉴카테고리없음,메뉴설명없음,17000원
1710381899,전복장소바,메뉴카테고리없음,메뉴설명없음,14000원
1465327582,누보닭갈비 1인분,메뉴카테고리없음,메뉴설명없음,11000원
1465327582,고르곤졸라피자,메뉴카테고리없음,메뉴설명없음,9000원
1465327582,수제돈카츠(어린이 메뉴),메뉴카테고리없음,메뉴설명없음,8500원
2064592564,산오징어회와 김 장아찌,대표,방금잡은오징어와날치알청어알그리고직접담군김장아찌의완벽한조합,변동
2064592564,알배기 암꽃게회,대표,+버터간장계란밥개체마다알의수율과크기에차이가있을수있습니다.,변동
2064592564,진동 참미더덕회,대표,진동에서산지직송당일바리올라온미더덕회,36000원
